,case_id,st_cd,naics_code_description,case_violtn_cnt,findings_start_date,findings_end_date,h2a_violtn_cnt,h2a_bw_atp_amt,h2a_ee_atp_cnt,h2a_cmp_assd_amt,ld_dt,start_year,end_year,start_month_int,end_month_int,start_quarter,end_quarter,ld_dt_object,ld_dt_year,ld_dt_month,ld_dt_quarter,total_employment
232838,1799426,FL,Farm Labor Contractors and Crew Leaders,67,4/19/2016,12/22/2016,67,5349.12,50,5139.8,2018-03-24 02:13:06 EDT,2016,2016,4,12,JUN,DEC,2018-03-24 02:13:06,2018,3,MAR,79
232841,1816732,LA,Sugarcane Farming,1,3/15/2015,7/14/2017,1,0.0,0,0.0,2018-03-24 02:13:06 EDT,2015,2017,3,7,MAR,SEP,2018-03-24 02:13:06,2018,3,MAR,18
232860,1823856,KS,Oilseed and Grain Combination Farming,1,6/10/2015,6/6/2017,1,0.0,0,994.8,2018-03-24 02:13:06 EDT,2015,2017,6,6,JUN,JUN,2018-03-24 02:13:06,2018,3,MAR,23
232885,1824079,MS,Berry (except Strawberry) Farming,38,6/15/2015,6/25/2017,38,10481.26,37,994.8,2018-03-24 02:13:06 EDT,2015,2017,6,6,JUN,JUN,2018-03-24 02:13:06,2018,3,MAR,16
232901,1824339,FL,Farm Labor Contractors and Crew Leaders,2,5/24/2017,6/4/2017,2,0.0,0,994.8,2018-03-24 02:13:06 EDT,2017,2017,5,6,JUN,JUN,2018-03-24 02:13:06,2018,3,MAR,79
233074,1705853,PA,Other Vegetable (except Potato) and Melon Farming,2,10/24/2011,10/23/2013,2,0.0,0,1950.0,2017-07-18 02:09:31 EDT,2011,2013,10,10,DEC,DEC,2017-07-18 02:09:31,2017,7,SEP,62
233096,1796784,TN,Other Vegetable (except Potato) and Melon Farming,16,4/9/2015,7/18/2016,11,2621.69,6,7500.0,2017-07-18 02:09:31 EDT,2015,2016,4,7,JUN,SEP,2017-07-18 02:09:31,2017,7,SEP,20
233098,1823721,FL,Farm Labor Contractors and Crew Leaders,1,6/5/2017,6/23/2017,1,0.0,0,0.0,2017-11-06 11:04:32 EST,2017,2017,6,6,JUN,JUN,2017-11-06 11:04:32,2017,11,DEC,81
233345,1819503,VA,All Other Miscellaneous Crop Farming,2,7/19/2015,7/17/2017,2,0.0,0,0.0,2017-11-06 11:04:32 EST,2015,2017,7,7,SEP,SEP,2017-11-06 11:04:32,2017,11,DEC,26
233347,1819509,VA,Other Vegetable (except Potato) and Melon Farming,2,6/19/2015,6/9/2017,2,0.0,0,900.0,2017-11-06 11:04:32 EST,2015,2017,6,6,JUN,JUN,2017-11-06 11:04:32,2017,11,DEC,26
233394,1799914,CO,Other Noncitrus Fruit Farming,9,12/23/2014,8/30/2016,9,0.0,0,11226.8,2018-03-24 02:13:06 EDT,2014,2016,12,8,DEC,SEP,2018-03-24 02:13:06,2018,3,MAR,16
233405,1801306,NE,All Other Miscellaneous Crop Farming,9,10/1/2014,9/29/2016,9,1234.19,3,1423.8,2018-03-24 02:13:06 EDT,2014,2016,10,9,DEC,SEP,2018-03-24 02:13:06,2018,3,MAR,10
233410,1801590,MI,Farm Labor Contractors and Crew Leaders,174,1/1/2016,2/27/2017,174,91012.36,43,829.0,2018-03-24 02:13:06 EDT,2016,2017,1,2,MAR,MAR,2018-03-24 02:13:06,2018,3,MAR,36
233411,1801613,MA,"Nursery, Garden Center, and Farm Supply Stores",7,10/17/2014,10/7/2016,7,1137.53,5,4974.0,2018-03-24 02:13:06 EDT,2014,2016,10,10,DEC,DEC,2018-03-24 02:13:06,2018,3,MAR,17
233413,1801972,WI,Wholesale Trade Agents and Brokers,11,7/8/2016,10/6/2016,11,1344.72,4,7792.6,2018-03-24 02:13:06 EDT,2016,2016,7,10,SEP,DEC,2018-03-24 02:13:06,2018,3,MAR,9
233553,1832410,OH,Nursery and Tree Production,5,9/14/2015,9/10/2017,4,0.0,0,1350.0,2018-03-24 02:13:06 EDT,2015,2017,9,9,SEP,SEP,2018-03-24 02:13:06,2018,3,MAR,28
233570,1796751,NE,"Crop Harvesting, Primarily by Machine",115,3/7/2015,11/30/2016,115,84342.54,101,11968.0,2017-11-06 11:04:32 EST,2015,2016,3,11,MAR,DEC,2017-11-06 11:04:32,2017,11,DEC,10
233572,1796786,TX,Vegetable and Melon Farming,3,3/1/2015,7/13/2016,3,0.0,0,8400.0,2017-11-06 11:04:32 EST,2015,2016,3,7,MAR,SEP,2017-11-06 11:04:32,2017,11,DEC,136
233574,1796845,AR,Potato Farming,1,9/15/2014,9/14/2016,1,0.0,0,0.0,2017-11-06 11:04:32 EST,2014,2016,9,9,SEP,SEP,2017-11-06 11:04:32,2017,11,DEC,18
233642,1813825,MS,Other Vegetable (except Potato) and Melon Farming,564,5/24/2015,5/20/2017,564,42300.0,282,1326.4,2017-11-06 11:04:32 EST,2015,2017,5,5,JUN,JUN,2017-11-06 11:04:32,2017,11,DEC,16
233649,1823737,TN,Tobacco Farming,1,6/4/2015,6/1/2017,1,0.0,0,600.0,2017-11-06 11:04:32 EST,2015,2017,6,6,JUN,JUN,2017-11-06 11:04:32,2017,11,DEC,20
233936,1397248,KY,"Nursery, Garden Center, and Farm Supply Stores",8,8/24/2003,8/23/2005,7,2091.52,1,450.0,2015-02-20 01:00:06 EST,2003,2005,8,8,SEP,SEP,2015-02-20 01:00:06,2015,2,MAR,14
234032,1484145,VA,Tobacco Farming,2,7/17/2005,7/7/2007,2,0.0,0,0.0,2015-02-20 01:00:06 EST,2005,2007,7,7,SEP,SEP,2015-02-20 01:00:06,2015,2,MAR,24
234054,1547318,SC,Noncitrus Fruit and Tree Nut Farming,33,1/7/2009,6/30/2009,33,280.63,6,0.0,2015-02-20 01:00:06 EST,2009,2009,1,6,MAR,JUN,2015-02-20 01:00:06,2015,2,MAR,14
234057,1518970,MS,Berry (except Strawberry) Farming,64,7/11/2006,7/1/2008,42,2152.41,19,0.0,2015-02-20 01:00:06 EST,2006,2008,7,7,SEP,SEP,2015-02-20 01:00:06,2015,2,MAR,16
234060,1506095,CO,Dual-Purpose Cattle Ranching and Farming,11,9/4/2006,9/3/2008,11,0.0,0,1100.0,2015-02-20 01:00:06 EST,2006,2008,9,9,SEP,SEP,2015-02-20 01:00:06,2015,2,MAR,23
234094,1593429,PA,Farm Labor Contractors and Crew Leaders,56,10/13/2008,9/8/2010,56,0.0,0,0.0,2015-02-20 01:00:06 EST,2008,2010,10,9,DEC,SEP,2015-02-20 01:00:06,2015,2,MAR,61
234255,1358221,TN,Tobacco Farming,12,8/10/2002,8/7/2004,12,2193.34,9,850.0,2015-02-20 01:00:06 EST,2002,2004,8,8,SEP,SEP,2015-02-20 01:00:06,2015,2,MAR,18
234259,1358225,TN,"Nursery, Garden Center, and Farm Supply Stores",29,7/27/2002,7/17/2004,24,7510.39,12,600.0,2015-02-20 01:00:06 EST,2002,2004,7,7,SEP,SEP,2015-02-20 01:00:06,2015,2,MAR,18
234533,1385651,KY,Beef Cattle Ranching and Farming,2,9/10/2004,12/2/2004,2,392.0,2,0.0,2015-02-20 01:00:06 EST,2004,2004,9,12,SEP,DEC,2015-02-20 01:00:06,2015,2,MAR,14
234732,1736372,KY,Other Crop Farming,23,3/1/2012,12/31/2013,23,2871.6,1,787.5,2015-05-08 01:00:06 EDT,2012,2013,3,12,MAR,DEC,2015-05-08 01:00:06,2015,5,JUN,14
234792,1763017,NC,Vegetable and Melon Farming,2,4/1/2015,6/17/2015,2,444.14,1,0.0,2016-02-19 01:00:04 EST,2015,2015,4,6,JUN,JUN,2016-02-19 01:00:04,2016,2,MAR,36
235086,1385048,NY,"Greenhouse, Nursery, and Floriculture Production",93,4/2/2003,3/31/2005,93,124615.56,93,0.0,2015-02-20 01:00:06 EST,2003,2005,4,3,JUN,MAR,2015-02-20 01:00:06,2015,2,MAR,87
235390,1598194,HI,All Other Miscellaneous Crop Farming,8,1/1/2010,12/21/2010,2,0.0,0,0.0,2015-02-20 01:00:06 EST,2010,2010,1,12,MAR,DEC,2015-02-20 01:00:06,2015,2,MAR,9
235432,1585484,AR,Other Vegetable (except Potato) and Melon Farming,126,7/17/2008,6/28/2010,119,0.0,0,0.0,2015-02-20 01:00:06 EST,2008,2010,7,6,SEP,JUN,2015-02-20 01:00:06,2015,2,MAR,16
235551,1668270,NV,Hay Farming,4,5/15/2011,8/31/2012,1,0.0,0,0.0,2015-02-20 01:00:06 EST,2011,2012,5,8,JUN,SEP,2015-02-20 01:00:06,2015,2,MAR,14
235830,1314222,NJ,Other Vegetable (except Potato) and Melon Farming,24,5/1/2003,10/11/2003,24,10625.4,3,5100.0,2015-02-20 01:00:06 EST,2003,2003,5,10,JUN,DEC,2015-02-20 01:00:06,2015,2,MAR,35
236047,1693722,GA,Vegetable and Melon Farming,26,1/1/2013,8/27/2013,25,0.0,0,0.0,2015-02-20 01:00:06 EST,2013,2013,1,8,MAR,SEP,2015-02-20 01:00:06,2015,2,MAR,49
236114,1708286,NH,Apple Orchards,1,9/27/2011,9/26/2013,1,0.0,0,0.0,2015-02-20 01:00:06 EST,2011,2013,9,9,SEP,SEP,2015-02-20 01:00:06,2015,2,MAR,8
236154,1671997,KY,Tobacco Farming,13,4/15/2010,11/1/2012,13,1915.11,8,6000.0,2015-02-20 01:00:06 EST,2010,2012,4,11,JUN,DEC,2015-02-20 01:00:06,2015,2,MAR,14
236339,1370311,HI,All Other Miscellaneous Crop Farming,134,2/17/2003,3/31/2003,134,0.0,0,0.0,2015-02-20 01:00:06 EST,2003,2003,2,3,MAR,MAR,2015-02-20 01:00:06,2015,2,MAR,9
236449,1622503,MA,Farm Labor Contractors and Crew Leaders,2,7/25/2009,7/23/2011,2,4068.74,1,48200.0,2015-02-20 01:00:06 EST,2009,2011,7,7,SEP,SEP,2015-02-20 01:00:06,2015,2,MAR,17
236494,1644958,AZ,Farm Labor Contractors and Crew Leaders,57,2/5/2010,2/4/2012,57,18249.0,53,12600.0,2015-02-20 01:00:06 EST,2010,2012,2,2,MAR,MAR,2015-02-20 01:00:06,2015,2,MAR,24
237336,1665271,NY,Apple Orchards,4,10/1/2010,9/25/2012,1,0.0,0,0.0,2015-02-20 01:00:06 EST,2010,2012,10,9,DEC,SEP,2015-02-20 01:00:06,2015,2,MAR,87
237824,1659438,WA,Nursery and Floriculture Production,11,6/20/2010,6/19/2012,9,0.0,0,0.0,2015-02-20 01:00:06 EST,2010,2012,6,6,JUN,JUN,2015-02-20 01:00:06,2015,2,MAR,19
237983,1657964,FL,Farm Labor Contractors and Crew Leaders,1,12/18/2011,9/11/2012,1,75.11,1,0.0,2015-02-20 01:00:06 EST,2011,2012,12,9,DEC,SEP,2015-02-20 01:00:06,2015,2,MAR,88
239318,1670392,NC,Potato Farming,1,2/1/2011,10/1/2012,1,0.0,0,0.0,2015-02-20 01:00:06 EST,2011,2012,2,10,MAR,DEC,2015-02-20 01:00:06,2015,2,MAR,35
239456,1532371,KY,Nursery and Tree Production,8,1/15/2007,1/14/2009,8,8819.44,4,1600.0,2015-02-20 01:00:06 EST,2007,2009,1,1,MAR,MAR,2015-02-20 01:00:06,2015,2,MAR,14
239488,1721760,TX,Apiculture,16,2/15/2013,4/20/2014,15,607.84,10,3375.0,2015-05-08 01:00:06 EDT,2013,2014,2,4,MAR,JUN,2015-05-08 01:00:06,2015,5,JUN,132
239515,1745387,CA,Farm Labor Contractors and Crew Leaders,83,5/15/2014,12/15/2014,81,0.0,0,0.0,2017-11-06 11:04:32 EST,2014,2014,5,12,JUN,DEC,2017-11-06 11:04:32,2017,11,DEC,127
239551,1812793,MS,Farm Labor Contractors and Crew Leaders,2,10/9/2016,4/25/2017,2,0.0,0,746.1,2017-11-06 11:04:32 EST,2016,2017,10,4,DEC,JUN,2017-11-06 11:04:32,2017,11,DEC,16
239600,1608683,GA,Farm Labor Contractors and Crew Leaders,10,9/15/2010,12/31/2010,6,0.0,0,21500.0,2016-02-19 01:00:04 EST,2010,2010,9,12,SEP,DEC,2016-02-19 01:00:04,2016,2,MAR,50
239604,1598524,PA,Apple Orchards,5,10/15/2008,10/15/2010,5,0.0,0,0.0,2015-02-20 01:00:06 EST,2008,2010,10,10,DEC,DEC,2015-02-20 01:00:06,2015,2,MAR,61
239847,1654219,ND,"Crop Harvesting, Primarily by Machine",44,5/1/2010,4/30/2012,43,2780.04,14,14625.0,2015-02-20 01:00:06 EST,2010,2012,5,4,JUN,JUN,2015-02-20 01:00:06,2015,2,MAR,2
239849,1654226,ND,Wheat Farming,12,5/1/2010,4/30/2012,11,512.56,2,4200.0,2015-02-20 01:00:06 EST,2010,2012,5,4,JUN,JUN,2015-02-20 01:00:06,2015,2,MAR,2
239920,1659695,CO,Support Activities for Forestry,7,7/2/2010,7/1/2012,6,1433.87,4,4500.0,2015-02-20 01:00:06 EST,2010,2012,7,7,SEP,SEP,2015-02-20 01:00:06,2015,2,MAR,23
239989,1667131,TX,"Crop Harvesting, Primarily by Machine",52,3/15/2011,11/8/2012,43,4142.87,10,32850.0,2015-02-20 01:00:06 EST,2011,2012,3,11,MAR,DEC,2015-02-20 01:00:06,2015,2,MAR,130
240016,1353556,VA,Nursery and Tree Production,48,5/12/2002,5/8/2004,47,7627.01,47,6400.0,2015-02-20 01:00:06 EST,2002,2004,5,5,JUN,JUN,2015-02-20 01:00:06,2015,2,MAR,24
240055,1792665,MT,Beef Cattle Ranching and Farming,2,1/1/2016,6/1/2016,1,0.0,0,746.1,2017-11-06 11:04:32 EST,2016,2016,1,6,MAR,JUN,2017-11-06 11:04:32,2017,11,DEC,2
240084,1805874,KY,Tobacco Farming,26,6/15/2014,2/28/2017,25,0.0,0,2729.7,2017-11-06 11:04:32 EST,2014,2017,6,2,JUN,MAR,2017-11-06 11:04:32,2017,11,DEC,14
240212,314159,NC,Timber Tract Operations,37,3/29/1996,12/2/1996,37,0.0,0,7400.0,2015-02-20 01:00:06 EST,1996,1996,3,12,MAR,DEC,2015-02-20 01:00:06,2015,2,MAR,35
240213,314161,NC,Timber Tract Operations,73,5/1/1996,11/23/1996,73,0.0,0,14600.0,2015-02-20 01:00:06 EST,1996,1996,5,11,JUN,DEC,2015-02-20 01:00:06,2015,2,MAR,35
240231,1448227,MA,Vegetable and Melon Farming,2,8/27/2004,8/26/2006,2,135.88,1,0.0,2015-02-20 01:00:06 EST,2004,2006,8,8,SEP,SEP,2015-02-20 01:00:06,2015,2,MAR,17
240282,1558589,MS,Finfish Farming and Fish Hatcheries,523,7/25/2007,5/22/2010,522,157281.84,522,0.0,2015-02-20 01:00:06 EST,2007,2010,7,5,SEP,JUN,2015-02-20 01:00:06,2015,2,MAR,16
240320,1697223,VA,Tobacco Farming,20,6/22/2011,6/18/2013,16,0.0,0,0.0,2015-02-20 01:00:06 EST,2011,2013,6,6,JUN,JUN,2015-02-20 01:00:06,2015,2,MAR,24
240383,1654147,MA,Other Noncitrus Fruit Farming,48,6/26/2010,6/25/2012,25,0.0,0,1350.0,2015-02-20 01:00:06 EST,2010,2012,6,6,JUN,JUN,2015-02-20 01:00:06,2015,2,MAR,17
240451,1572116,GA,Fruit and Tree Nut Combination Farming,1,2/2/2008,2/1/2010,1,0.0,0,1500.0,2015-02-20 01:00:06 EST,2008,2010,2,2,MAR,MAR,2015-02-20 01:00:06,2015,2,MAR,49
240542,1659942,KY,Tobacco Farming,11,7/31/2010,7/30/2012,9,0.0,0,1350.0,2015-02-20 01:00:06 EST,2010,2012,7,7,SEP,SEP,2015-02-20 01:00:06,2015,2,MAR,14
240835,1567011,TX,Nursery and Tree Production,79,7/20/2009,2/28/2010,69,0.0,0,105000.0,2015-02-20 01:00:06 EST,2009,2010,7,2,SEP,MAR,2015-02-20 01:00:06,2015,2,MAR,130
241011,1614829,KY,Tobacco Farming,15,7/28/2009,7/27/2011,13,140.0,2,12150.0,2015-02-20 01:00:06 EST,2009,2011,7,7,SEP,SEP,2015-02-20 01:00:06,2015,2,MAR,14
241035,1654360,OK,Apiculture,9,8/20/2010,8/6/2012,7,0.0,0,7350.0,2015-02-20 01:00:06 EST,2010,2012,8,8,SEP,SEP,2015-02-20 01:00:06,2015,2,MAR,16
241405,1653490,OH,All Other Specialty Trade Contractors,24,4/24/2010,4/23/2012,19,3857.81,11,9337.5,2015-02-20 01:00:06 EST,2010,2012,4,4,JUN,JUN,2015-02-20 01:00:06,2015,2,MAR,29
241494,1697056,NY,Nursery and Floriculture Production,3,6/19/2011,6/16/2013,3,0.0,0,0.0,2015-02-20 01:00:06 EST,2011,2013,6,6,JUN,JUN,2015-02-20 01:00:06,2015,2,MAR,87
241599,1639054,GA,"Nursery, Garden Center, and Farm Supply Stores",6,12/14/2009,12/13/2011,2,0.0,0,3600.0,2015-02-20 01:00:06 EST,2009,2011,12,12,DEC,DEC,2015-02-20 01:00:06,2015,2,MAR,49
241617,1639592,FL,Orange Groves,70,11/16/2010,12/6/2011,69,18666.0,61,60150.0,2015-02-20 01:00:06 EST,2010,2011,11,12,DEC,DEC,2015-02-20 01:00:06,2015,2,MAR,88
241641,1751505,FL,Strawberry Farming,2,10/1/2014,2/6/2015,2,0.0,0,750.0,2016-02-19 01:00:04 EST,2014,2015,10,2,DEC,MAR,2016-02-19 01:00:04,2016,2,MAR,86
241680,1654953,UT,"Soil Preparation, Planting, and Cultivating",22,6/28/2010,6/27/2012,22,6372.48,15,16200.0,2015-02-20 01:00:06 EST,2010,2012,6,6,JUN,JUN,2015-02-20 01:00:06,2015,2,MAR,13
241957,1626837,MS,Potato Farming,13,8/20/2009,8/11/2011,13,1145.34,6,4500.0,2015-02-20 01:00:06 EST,2009,2011,8,8,SEP,SEP,2015-02-20 01:00:06,2015,2,MAR,16
242638,1364231,NC,Potato Farming,36,1/1/2004,6/18/2004,32,1953.83,16,2000.0,2015-02-20 01:00:06 EST,2004,2004,1,6,MAR,JUN,2015-02-20 01:00:06,2015,2,MAR,35
242659,1364572,VT,Horses and Other Equine Production,14,11/1/2003,7/17/2004,13,12603.55,5,4300.0,2015-02-20 01:00:06 EST,2003,2004,11,7,DEC,SEP,2015-02-20 01:00:06,2015,2,MAR,3
242756,1545059,VA,Tobacco Farming,4,6/10/2007,5/31/2009,4,0.0,0,0.0,2015-02-20 01:00:06 EST,2007,2009,6,5,JUN,JUN,2015-02-20 01:00:06,2015,2,MAR,24
242898,1466653,VT,"Nursery, Garden Center, and Farm Supply Stores",22,4/3/2005,3/31/2007,4,0.0,0,1100.0,2015-02-20 01:00:06 EST,2005,2007,4,3,JUN,MAR,2015-02-20 01:00:06,2015,2,MAR,3
243070,1799009,PA,Apple Orchards,6,10/12/2015,10/12/2016,3,0.0,0,9900.6,2017-07-18 02:09:31 EDT,2015,2016,10,10,DEC,DEC,2017-07-18 02:09:31,2017,7,SEP,62
243119,1850648,NC,Oilseed and Grain Farming,2,2/1/2018,4/29/2018,2,67.42,2,0.0,2018-12-18 00:17:46 EST,2018,2018,2,4,MAR,JUN,2018-12-18 00:17:46,2018,12,DEC,30
243158,1853587,FL,Farm Labor Contractors and Crew Leaders,2,4/28/2018,5/18/2018,2,0.0,0,2030.4,2018-12-18 00:17:47 EST,2018,2018,4,5,JUN,JUN,2018-12-18 00:17:47,2018,12,DEC,78
243183,1830746,FL,Farm Labor Contractors and Crew Leaders,52,7/14/2017,10/25/2017,48,24077.61,40,8967.6,2018-12-18 00:17:43 EST,2017,2017,7,10,SEP,DEC,2018-12-18 00:17:43,2018,12,DEC,78
243186,1830804,IA,Nonresidential Building Construction,9,5/1/2017,9/4/2017,9,18408.95,9,0.0,2018-12-18 00:17:43 EST,2017,2017,5,9,JUN,SEP,2018-12-18 00:17:43,2018,12,DEC,8
243395,1847016,FL,Farm Labor Contractors and Crew Leaders,113,9/13/2017,3/6/2018,113,18760.0,109,2707.2,2018-12-18 00:17:45 EST,2017,2018,9,3,SEP,MAR,2018-12-18 00:17:45,2018,12,DEC,78
243457,1853437,FL,Farm Labor Contractors and Crew Leaders,2,4/15/2018,5/11/2018,2,0.0,0,3553.2,2018-12-18 00:17:47 EST,2018,2018,4,5,JUN,JUN,2018-12-18 00:17:47,2018,12,DEC,78
243619,1731729,MS,Noncitrus Fruit and Tree Nut Farming,5,3/20/2014,7/1/2014,5,0.0,0,1950.0,2017-07-18 02:09:31 EDT,2014,2014,3,7,MAR,SEP,2017-07-18 02:09:31,2017,7,SEP,16
243635,1738623,CA,Berry (except Strawberry) Farming,23,5/11/2014,5/31/2014,16,69.48,2,7200.0,2017-07-18 02:09:31 EDT,2014,2014,5,5,JUN,JUN,2017-07-18 02:09:31,2017,7,SEP,130
243653,1799860,MA,Berry (except Strawberry) Farming,56,9/28/2014,9/24/2016,33,13207.56,31,450.0,2017-07-18 02:09:31 EDT,2014,2016,9,9,SEP,SEP,2017-07-18 02:09:31,2017,7,SEP,18
243689,1851146,TN,Tobacco Farming,3,4/27/2016,4/25/2018,2,0.0,0,1353.6,2018-12-18 00:17:46 EST,2016,2018,4,4,JUN,JUN,2018-12-18 00:17:46,2018,12,DEC,22
243690,1851148,TN,Tobacco Farming,4,5/1/2016,4/29/2018,2,0.0,0,1353.6,2018-12-18 00:17:46 EST,2016,2018,5,4,JUN,JUN,2018-12-18 00:17:46,2018,12,DEC,22
